,Cement,Blast_Furnace_Slag,Fly_Ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Strength,Concrete_Grade
257,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,C25/30
258,222.4,0.0,96.7,189.3,4.5,967.1,870.3,56,29.45,C20/25
259,133.0,210.0,0.0,196.0,3.0,949.0,795.0,28,31.03,C25/30
260,290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,C16/20
261,298.0,0.0,107.0,164.0,13.0,953.0,784.0,28,35.86,C25/30
262,159.0,187.0,0.0,176.0,11.0,990.0,789.0,28,32.76,C25/30
263,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,C25/30
264,424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,C30/37
265,382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,C30/37
266,446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,C30/37
267,250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,29.22,C20/25
268,337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1,C16/20
269,181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,C20/25
270,239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44,C30/37
271,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,C12/15
272,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,C35/45
273,307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,NoClass
274,393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,C35/45
275,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,C45/55
276,155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46,NoClass
277,427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84,C30/37
278,236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,C16/20
279,265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54,C30/37
280,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,C40/50
281,299.8,0.0,119.8,211.5,9.9,878.2,727.6,28,23.84,C16/20
282,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,C50/60
283,194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,C30/37
284,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,C50/60
285,233.8,0.0,94.6,197.9,4.6,947.0,852.2,14,22.14,C16/20
286,313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39,C30/37
287,284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,C30/37
288,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,C30/37
289,387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,C35/45
290,380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,C30/37
291,252.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,NoClass
292,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,C12/15
293,259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77,C35/45
294,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,C50/60
295,152.0,0.0,112.0,184.0,8.0,992.0,816.0,28,12.18,NoClass
296,190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,C16/20
297,164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28,18.03,C12/15
298,382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,11.47,NoClass
299,522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,50.51,C40/50
300,143.6,0.0,174.9,158.4,17.9,942.7,844.5,28,15.42,C12/15
301,198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64,NoClass
302,153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01,C12/15
303,316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,C30/37
304,162.0,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76,C25/30
305,151.0,0.0,184.0,167.0,12.0,991.0,772.0,28,15.57,C12/15
306,213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,C40/50
307,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,C30/37
308,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31,C50/60
309,229.7,0.0,118.2,195.2,6.1,1028.1,757.6,56,31.35,C25/30
310,237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41,C30/37
311,480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,C16/20
312,273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17,C30/37
313,322.0,0.0,116.0,196.0,10.0,818.0,813.0,28,31.18,C25/30
314,339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,NoClass
315,322.5,148.6,0.0,185.8,8.5,951.0,709.5,28,52.43,C40/50
316,475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,68.3,C50/60
317,172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,C16/20
318,213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,C40/50
319,475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13,C30/37
320,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,C50/60
321,122.6,183.9,0.0,203.5,0.0,958.2,800.1,7,10.35,NoClass
322,148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,17.96,C12/15
323,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24,C20/25
324,173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,C16/20
325,339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,C20/25
326,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,C25/30
327,157.0,236.0,0.0,192.0,0.0,935.4,781.2,28,33.66,C25/30
328,305.0,0.0,100.0,196.0,10.0,959.0,705.0,28,30.12,C25/30
329,141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39,NoClass
330,397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,C25/30
331,246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,C40/50
332,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,C25/30
333,316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,C16/20
334,238.1,0.0,94.1,186.7,7.0,949.9,847.0,28,30.23,C25/30
335,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,C50/60
336,249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,C40/50
337,145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,C20/25
338,427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08,C25/30
339,266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,C35/45
340,212.6,0.0,100.4,159.4,10.4,1003.8,903.8,28,37.4,C30/37
341,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,C25/30
342,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,C20/25
343,281.0,0.0,0.0,186.0,0.0,1104.0,774.0,28,22.44,C16/20
344,251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,C30/37
345,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,3,10.03,NoClass
346,321.0,164.0,0.0,190.0,5.0,870.0,774.0,28,57.21,C45/55
347,275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,NoClass
348,425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,C25/30
349,142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61,C30/37
350,321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27,C30/37
351,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,C30/37
352,153.0,102.0,0.0,192.0,0.0,888.0,943.1,90,26.32,C20/25
353,272.8,105.1,81.8,209.7,9.0,904.0,679.7,28,37.17,C30/37
354,475.0,118.8,0.0,181.1,8.9,852.1,781.5,91,74.19,C50/60
355,166.0,259.7,0.0,183.2,12.7,858.8,826.8,28,37.92,C30/37
356,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,48.4,C35/45
357,252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,C40/50
358,147.8,175.1,0.0,171.2,2.2,1000.0,828.5,28,26.92,C20/25
359,230.0,0.0,118.3,195.5,4.6,1029.4,758.6,14,20.08,C16/20
360,307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15,C25/30
361,439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,71.7,C50/60
362,300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58,C12/15
363,376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,C25/30
364,280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,52.82,C40/50
365,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,C30/37
366,158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.54,NoClass
367,218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,C45/55
368,331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,13.52,NoClass
369,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,33.21,C25/30
370,296.0,0.0,0.0,192.0,0.0,1085.0,765.0,7,14.2,NoClass
371,393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58,C30/37
372,194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,C30/37
373,190.7,0.0,125.4,162.1,7.8,1090.0,804.0,56,35.34,C25/30
374,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,42.42,C30/37
375,331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,41.24,C30/37
376,116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,31.02,C25/30
377,136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07,C20/25
378,218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,C35/45
379,350.0,0.0,0.0,203.0,0.0,974.0,775.0,90,31.35,C25/30
380,302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,26.74,C20/25
381,304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,C40/50
382,349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,33.61,C25/30
383,213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,C40/50
384,310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,11.85,NoClass
385,167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,C45/55
386,393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,C20/25
387,284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,C30/37
388,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,C45/55
389,145.7,172.6,0.0,181.9,3.4,985.8,816.8,28,23.74,C16/20
390,148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53,C12/15
391,339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,C25/30
392,266.0,114.0,0.0,228.0,0.0,932.0,670.0,28,45.85,C35/45
393,491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,C20/25
394,228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,C30/37
395,213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,13.18,NoClass
396,133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,27.87,C20/25
397,213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,C12/15
398,289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25,C35/45
399,382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.42,C30/37
400,212.0,141.3,0.0,203.5,0.0,973.4,750.0,7,15.03,C12/15
401,446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,C20/25
402,381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,NoClass
403,296.0,0.0,106.7,221.4,10.5,819.2,778.4,28,31.42,C25/30
404,362.6,189.0,0.0,164.9,11.6,944.7,755.8,28,71.3,C50/60
405,108.3,162.4,0.0,203.5,0.0,938.2,849.0,90,29.23,C20/25
406,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15,C30/37
407,277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,C16/20
408,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,C25/30
409,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,C30/37
410,237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25,C25/30
411,212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,12.47,NoClass
412,397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.09,C30/37
413,480.0,0.0,0.0,192.0,0.0,936.0,721.0,3,24.39,C16/20
414,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,C12/15
415,297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,C45/55
416,400.0,0.0,0.0,187.0,0.0,1025.0,745.0,7,30.14,C25/30
417,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86,C30/37
418,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,74.17,C50/60
419,342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,C45/55
420,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,3,41.64,C30/37
421,252.1,97.1,75.6,193.8,8.3,835.5,821.4,28,33.4,C25/30
422,249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,C30/37
423,116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09,NoClass
424,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,C50/60
425,203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56,NoClass
426,401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5,C50/60
427,425.0,106.3,0.0,151.4,18.6,936.0,803.7,91,66.7,C50/60
428,298.1,0.0,107.5,163.6,12.8,953.2,784.0,28,35.87,C25/30
429,151.0,0.0,185.0,167.0,16.0,1074.0,678.0,28,13.46,NoClass
430,276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28,C30/37
431,160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,C30/37
432,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46,C30/37
433,525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,61.92,C50/60
434,355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,C30/37
435,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,C25/30
436,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,NoClass
437,289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,NoClass
438,261.0,100.0,78.0,201.0,9.0,864.0,761.0,28,32.4,C25/30
439,277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,C16/20
440,331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52,NoClass
441,425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,60.29,C50/60
442,355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,C45/55
443,355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87,C30/37
444,313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8,C20/25
445,425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8,C50/60
446,366.0,187.0,0.0,191.3,6.6,824.3,756.9,28,65.91,C50/60
447,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,C16/20
448,505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,C50/60
449,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,NoClass
450,164.0,0.0,200.0,181.0,13.0,849.0,846.0,28,15.09,C12/15
451,331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.45,C25/30
452,272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,C25/30
453,155.6,243.5,0.0,180.3,10.7,1022.0,697.7,28,37.36,C30/37
454,157.0,236.0,0.0,192.0,0.0,935.4,781.2,3,9.69,NoClass
455,166.8,250.2,0.0,203.5,0.0,975.6,692.6,7,15.75,C12/15
456,237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12,C25/30
457,298.0,137.0,107.0,201.0,6.0,878.0,655.0,28,53.52,C40/50
458,277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,C30/37
459,374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,63.4,C50/60
460,277.0,116.8,91.0,190.6,7.0,946.5,665.6,28,43.58,C30/37
461,236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57,NoClass
462,157.0,236.0,0.0,192.0,0.0,935.4,781.2,7,16.89,C12/15
463,148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95,C12/15
464,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,C16/20
465,374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,C25/30
466,359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,C30/37
467,173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,C40/50
468,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,C35/45
469,212.5,0.0,100.4,159.3,8.7,1007.8,903.6,100,42.92,C30/37
470,389.9,189.0,0.0,145.9,22.0,944.7,755.8,7,59.09,C45/55
471,203.5,305.3,0.0,203.5,0.0,963.4,630.0,90,51.86,C40/50
472,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,C20/25
473,350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,22.53,C16/20
474,350.0,0.0,0.0,203.0,0.0,974.0,775.0,56,29.98,C20/25
475,238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,C12/15
476,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,C50/60
477,313.3,0.0,113.0,178.5,8.0,1001.9,688.7,28,36.8,C25/30
478,362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,C25/30
479,337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8,C50/60
480,362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.3,C50/60
481,475.0,118.8,0.0,181.1,8.9,852.1,781.5,56,72.3,C50/60
482,314.0,145.3,113.2,178.9,8.0,869.1,690.2,28,46.23,C35/45
483,168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,C35/45
484,374.3,0.0,0.0,190.2,6.7,1013.2,730.4,28,39.06,C30/37
485,108.3,162.4,0.0,203.5,0.0,938.2,849.0,28,20.59,C16/20
486,152.7,144.7,0.0,178.1,8.0,999.7,822.2,28,19.01,C12/15
487,491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,C50/60
488,540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,69.66,C50/60
489,212.0,141.3,0.0,203.5,0.0,973.4,750.0,3,6.81,NoClass
490,286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4,C16/20
491,295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,C40/50
492,349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,39.49,C30/37
493,157.0,214.0,152.0,200.0,9.0,819.0,704.0,28,33.05,C25/30
494,277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,NoClass
495,198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02,C20/25
496,273.0,0.0,90.0,199.0,11.0,931.0,762.0,28,32.24,C25/30
497,214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,C12/15
498,298.2,0.0,107.0,209.7,11.1,879.6,744.2,28,31.88,C25/30
499,194.7,0.0,100.5,165.6,7.5,1006.4,905.9,3,12.45,NoClass
500,302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13,C12/15
501,252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,NoClass
502,102.0,153.0,0.0,192.0,0.0,887.0,942.0,90,25.46,C20/25
503,475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,C45/55
504,401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1,C30/37
505,153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,4.78,NoClass
506,149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,23.52,C16/20
507,500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.16,C45/55
508,330.5,169.6,0.0,194.9,8.1,811.0,802.3,28,56.62,C45/55
509,375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,C20/25
510,238.0,0.0,0.0,186.0,0.0,1119.0,789.0,7,12.05,NoClass
511,156.0,243.0,0.0,180.0,11.0,1022.0,698.0,28,37.36,C30/37
512,250.0,0.0,95.7,187.4,5.5,956.9,861.2,14,24.92,C16/20
513,331.0,0.0,0.0,192.0,0.0,1025.0,821.0,120,39.38,C30/37
